TotalFile:7626	PakTime:2023-6-20 5:5:26	PakTimeSave:6490c316	CRC:c094f7ce
Index	ID	Time	FileName	Size	InPakSize	ComprFlag	CRC
4034	8cdc525e	2015-8-29 16:44:40	\script\task\world\xibei\task_head.lua	12537	4788	4	4baf4286
4035	8ce0c0e8	2015-8-29 16:43:58	\script\online\3festival\init_mooncake_ontime.lua	677	439	4	f5f99c47
4036	8ced61e5	2015-8-29 16:43:56	\script\online\dragonboat06\trap\checkpoint20_trap.lua	462	254	4	f79b69d5
4037	8ced751f	2015-8-29 16:44:32	\script\中原一区\二龙山\trap\二龙山to汴京府南.lua	108	108	0	a5834002
4038	8ceff695	2015-8-29 16:44:28	\script\meridian\meridian_item_julingwan.lua	135	134	4	426817c2
4039	8cfa2844	2014-11-25 13:37:32	\script\task\npc\掳脳脭脝禄煤鹿脴.lua	1000	540	4	ccd2db78
4040	8cfc95c0	2015-8-29 16:44:34	\script\三国势力\琼结\trap\琼结to霜风崖.lua	320	294	4	1c10dcbb
4041	8d02253f	2015-8-29 16:44:18	\script\item\item_billing\mizhixisuilingdan.lua	4447	1063	4	26ecbc1b
4042	8d0c6f8c	2020-10-15 22:5:16	\script\西北区\昆仑\npc\云羲和.lua	2486	948	4	e1f4a66a
4043	8d11a08f	2010-11-30 20:34:4	\settings\droprate\npcdropratexn022.ini	459	187	4	51546bf
4044	8d12d50d	2015-8-29 16:44:20	\script\item\huantianxidibao.lua	7671	2306	4	df93a509
4045	8d15cae2	2022-8-3 10:33:10	\settings\static_script\test\file.lua	290	186	4	9ba25661
4046	8d1e4a39	2020-1-6 21:27:26	\script\skill\明教血人\寒冰绵掌免疫.lua	994	575	4	3f4c4b4a
4047	8d270575	2015-8-29 16:44:0	\script\online\春节活动\襄阳雪仗传送人in.lua	3886	1968	4	9dc608fa
4048	8d27e798	2010-11-30 20:34:4	\settings\droprate\npcdroprate119.ini	507	197	4	9cc32c40
4049	8d2a24e9	2015-8-29 16:44:8	\script\skill\翠烟灵女\貂技能2.lua	1014	551	4	8d97e2a7
4050	8d2d14f7	2015-8-29 16:44:18	\script\item\taixuduomiguo.lua	1150	643	4	b5fa4723
4051	8d361697	2015-8-29 16:44:28	\script\meridian\node_update_4.lua	1860	802	4	25e40380
4052	8d3b21c2	2010-11-30 20:34:4	\settings\player\chat_cost.ini	686	310	4	5644942a
4053	8d44711e	2015-8-29 16:44:40	\script\caiji\一捆蚕丝.lua	3404	1630	4	7ed41db8
4054	8d4b2352	2015-8-29 16:44:10	\script\skill\五毒邪侠\五毒刀法.lua	1156	607	4	d0018673
4055	8d4b9bc7	2015-8-29 16:44:32	\script\中原一区\汴京府西\trap\汴京府西to汴京.lua	208	206	4	cce5ddeb
4056	8d4d0f46	2015-8-29 16:44:18	\script\item\songyuanbaoxiang.lua	1591	815	4	b29afcd5
4057	8d5759c7	2015-8-29 16:44:10	\script\skill\秘籍武功\碧海潮生曲.lua	1191	651	4	5f7a03a7
4058	8d6989da	2015-8-29 16:43:56	\script\online\qianhe_tower\mission\6021\timer.lua	3961	920	4	322c6c03
4059	8d800dd6	2015-8-29 16:44:18	\script\西北区\龙门镇\npc\春十三娘.lua	1850	913	4	d94f08d9
4060	8da30c3b	2015-8-29 16:44:6	\script\skill\杨门弓骑\流光绝影箭(招1).lua	1156	627	4	f7071041
4061	8da8a644	2015-8-29 16:44:38	\script\online_activites\201505\item_free1.lua	352	264	4	92a62dea
4062	8daed22b	2015-8-29 16:44:18	\script\item\item_billing\xitang.lua	1457	715	4	1b99b48b
4063	8db6edf7	2015-8-29 16:44:8	\script\skill\武当道家\神门十三剑(子子子子).lua	1673	787	4	d61bb946
4064	8db79eb9	2015-8-29 16:44:46	\script\gongcheng\item\shouchengling_item.lua	2562	999	4	fc06a0f5
4065	8dbd56a4	2020-11-4 3:1:6	\script\online_activites\tiaozhansilingboss\boss\boss_death.lua	1438	685	4	43ee1bfa
4066	8dc3c4a6	2015-8-29 16:44:8	\script\skill\少林武僧\迦叶腿.lua	1334	690	4	a697a585
4067	8dc7e8e8	2015-8-29 16:44:10	\script\skill\唐门\含沙射影(招2).lua	1303	672	4	49a49724
4068	8dcdc9b4	2015-8-29 16:44:8	\script\skill\翠烟灵女\九尾花仙诀(子).lua	954	543	4	b7c0445e
4069	8de082c3	2015-8-29 16:44:44	\script\江南区\泉州\npc\新手推广员.lua	169	132	4	fc9f7e6d
4070	8deaed87	2015-8-29 16:44:6	\script\skill\npc技能\boss大范围眩晕.lua	1133	638	4	55a53dab
4071	8dfdf976	2013-4-23 13:35:22	\settings\item\collect\coat_enchants_convert.txt	998	391	4	baf99edf
4072	8dffc472	2010-11-30 20:34:4	\settings\task\chain_task\kill_monster_17.txt	9241	1691	4	545f677b
4073	8e03ccc2	2015-8-29 16:44:10	\script\skill\丐帮净衣\六合拳法.lua	1352	696	4	6971d374
4074	8e08ca12	2020-2-29 23:13:58	\script\skill\昆仑剑譫\断水剑罡.lua	1289	678	4	6dd09252
4075	8e0b49af	2020-8-10 22:32:4	\script\online\newyear08\newyear08_npc.lua	43380	9740	4	7a31a426
4076	8e0b6893	2015-8-29 16:44:6	\script\skill\npc技能\按时间掉血.lua	1071	620	4	2a998a2f
4077	8e0bfb06	2015-8-29 16:44:18	\script\item\lifeskill\shangxian\duanbingqishangxian.lua	549	391	4	5f28308b
4078	8e0f5886	2015-8-29 16:44:12	\script\global\events.lua	452	227	4	97a99a9a
4079	8e11729f	2020-10-30 2:38:42	\script\task\killer_hall\entrance_npc.lua	8115	2581	4	e3af3aa8
4080	8e13fee0	2015-3-17 16:44:42	\settings\static_script\kf_newbattles\mainbattle_primary\trap_royal_road.lua	1224	610	4	90e4a628
4081	8e1bfb9c	2010-11-30 20:34:4	\settings\droprate\npcdropratexn023.ini	400	176	4	f1ec767c
4082	8e20e818	2015-8-29 16:44:8	\script\skill\翠烟灵女\仙炉香(招).lua	1164	620	4	7206cb2b
4083	8e2ad1ae	2015-8-29 16:44:26	\script\missions\tong_mission\stage\stage1.lua	4326	1907	4	44c5545b
4084	8e2ccd9e	2015-8-29 16:44:32	\script\中原一区\梁山泊\trap\梁山泊to黑风洞1.lua	106	106	0	1b7d182d
4085	8e31494d	2015-8-29 16:44:2	\script\online\viet_event\200909\8\npc_xiao_chau.lua	216	215	4	a09c41e0
4086	8e37860c	2010-11-30 20:34:4	\settings\droprate\npcdropratecj032.ini	398	176	4	ed306b7b
4087	8e3aa88a	2015-8-29 16:44:38	\script\online_activites\201505\item_free2.lua	352	264	4	92a62dea
4088	8e574847	2015-8-29 16:44:26	\script\missions\liangshan\daily_tasks.lua	16212	4709	4	f98e1600
4089	8e63e2ba	2015-8-29 16:44:46	\script\vng\chitonvuonglenh\chitonvuonglenh.lua	52490	9258	4	7eee22a1
4090	8e643c6d	2014-11-25 13:37:32	\script\task\npc\脦脷脩禄禄煤鹿脴.lua	995	528	4	7565da3d
4091	8e671d69	2010-11-30 20:34:4	\settings\task\chain_task\kill_monster_18.txt	24836	3914	4	c828864a
4092	8e712f3b	2015-8-29 16:44:26	\script\missions\liangshan\head.lua	32755	8470	4	3f1f4d12
4093	8e71d0d3	2015-8-29 16:44:40	\script\task\boss\mazeilouluo_death.lua	62	62	0	e3218dd7
4094	8e7b70e8	2020-9-1 0:22:24	\script\mod\item\huanbiaoling.lua	1935	709	4	26346da9
4095	8e7e7edc	2015-8-29 16:44:20	\script\item\noactivable_lingfeng.lua	1314	589	4	559d8e12
4096	8e7f5480	2020-1-6 21:28:32	\script\skill\明教阵兵\偃旗令(招子).lua	1022	583	4	b6e56c92
4097	8e8112d7	2015-8-29 16:44:24	\script\missions\kuafu_battle\npc\death_liao_shibing.lua	316	243	4	219e3ade
4098	8e83d81c	2015-8-29 16:44:30	\script\中原一区\丐帮\trap\丐帮to黑风洞.lua	81	81	0	2ed571c5
4099	8e843825	2015-8-29 16:44:10	\script\skill\外传新增\太一塔\耶律飞鸿圆爆.lua	1218	648	4	a7f94638
4100	8e84d731	2020-10-25 19:45:42	\script\online_activites\2011_02\plant\head.lua	7226	1927	4	be1432a3
4101	8e87a735	2015-8-29 16:44:32	\script\世界地图\悬星洞\npc\悬星洞石匠丁.lua	271	187	4	7e49b749
4102	8e919f42	2015-3-17 16:44:42	\settings\static_script\kf_newbattles\mainbattle\anti_cheat\npc_caiji.lua	337	252	4	85b07d97
4103	8e925aca	2015-8-29 16:44:8	\script\skill\决战九州\红印技能1.lua	1075	577	4	fd679ff4
4104	8e933406	2015-8-29 16:44:32	\script\世界地图\岚岳村\npc\车夫.lua	1768	1008	4	ea38ddd1
4105	8e98f708	2010-11-30 20:34:4	\settings\task\chain_task\task_type_distributing_14.txt	486	120	4	43289cd6
4106	8ea02b6b	2015-8-29 16:44:8	\script\skill\翠烟灵女\貂技能3.lua	1168	571	4	29e0ef43
4107	8ea1381b	2010-11-30 20:34:4	\settings\skill\gather\skill_wakuang_gather_list.ini	4053	266	4	47055bee
4108	8ea94801	2015-8-29 16:44:6	\script\skill\npc技能\npc被动恢复.lua	957	555	4	5e5e5067
4109	8eb06102	2015-8-29 16:44:0	\script\online\april08\promotion_april08.lua	2761	1148	4	28a47345
4110	8eb2bd42	2015-8-29 16:44:0	\script\online\tong_feast\item\gaoji_box_huizhang.lua	904	424	4	6b714865
4111	8ec7ad8b	2015-8-29 16:44:42	\script\newbattles\mainbattle\mission\injure_timer.lua	1384	754	4	4acb5a26
4112	8ece877c	2015-8-29 16:44:4	\script\online\snowbattle\npc\carter_helper.lua	573	368	4	ae0c7f2f
4113	8ecf0752	2015-3-17 16:44:42	\settings\static_script\kf_newbattles\villagebattle\trap.lua	688	493	4	2b085892
4114	8ed7e2e1	2015-8-29 16:43:56	\script\online\qianhe_tower\npc\activity_ds.lua	4614	1816	4	dad3881e
4115	8ed9550d	2015-8-29 16:44:10	\script\skill\昆仑天师\御风诀(招).lua	1174	631	4	a6474398
4116	8ee02163	2020-1-12 20:23:8	\script\skill\唐门任侠\碎梦崩(招).lua	1190	635	4	c7f53851
4117	8ee144f9	2015-8-29 16:44:48	\script\vng\weapon_upgrade\dieuduongcongthuc1.lua	29319	5272	4	10909ca5
4118	8eef1d56	2015-8-29 16:44:44	\script\江南区\清溪洞\npc\雷胜的尸体.lua	993	434	4	935e54b5
4119	8ef4f57f	2013-5-17 16:3:40	\settings\task\chain_task\prize_form_48.txt	1931	698	4	ea4a53fc
4120	8ef8a9b2	2015-8-29 16:44:28	\script\中原二区\成都\npc\难民甲.lua	4427	1772	4	29146043
4121	8ef9b90b	2015-8-29 16:44:36	\script\online_activites\2010_12\activites_03\strings.lua	1469	746	4	475f42f7
4122	8f0dcd34	2015-8-29 16:44:2	\script\online\viet_event\longhu\prize.lua	1222	746	4	2c973ca7
4123	8f1b1db4	2015-8-29 16:44:6	\script\skill\npc技能\boss大范围封招.lua	1170	648	4	c2a4d885
4124	8f1e3849	2015-8-29 16:44:6	\script\skill\杨门弓骑\杨家阵疗术.lua	1044	585	4	4eaf786f
4125	8f2e171a	2015-8-29 16:44:10	\script\skill\秘籍武功\混沌镇岳掌.lua	1752	773	4	df0fc1cf
4126	8f2ffd8f	2015-8-29 16:44:38	\script\online_activites\2011_09\activity_02\time_trigger.lua	1175	614	4	ca3f0e65
4127	8f334573	2020-11-20 22:21:16	\settings\static_script\cheat\skip_task.lua	2001	659	4	bbee3925
4128	8f3e370e	2015-8-29 16:44:40	\script\task\huofengtask\item_huanghuoliujin.lua	2012	1025	4	3ee965a6
4129	8f437eec	2015-8-29 16:44:44	\script\江南区\泉州\npc\门派接引人.lua	668	417	4	48e02358
4130	8f4c8471	2021-4-13 12:24:50	\settings\npcres\标准男主角坐骑.txt	7245	2239	4	e068b7eb
4131	8f535860	2015-8-29 16:44:2	\script\online\viet_event\200911\1\item_juhuacha.lua	2369	927	4	77e7e1c0
4132	8f5409c0	2021-4-4 17:6:52	\settings\npcres\娇小女主角下身.txt	11223	2961	4	b93ebfbc
4133	8f5d2b73	2020-8-8 17:23:12	\settings\static_script\cheat\includes\destroy_item.lua	1142	608	4	81f1df4f
4134	8f63bd2c	2015-8-29 16:44:48	\script\vng\nhiemvudonghanh\tangmattich.lua	1101	603	4	8080ffef
4135	8f69ee48	2015-8-29 16:44:18	\script\item\item_billing\xinhunlifubao.lua	1039	659	4	92517abd
4136	8f6d8fa8	2010-11-30 20:34:4	\settings\droprate\npcdroprate194.ini	459	178	4	303c35d4
4137	8f6f21cb	2015-8-29 16:44:36	\script\online_activites\201502\item_xunchun.lua	3741	1393	4	1556f95b
4138	8f74ea2e	2015-8-29 16:43:58	\script\online\liangshanboss\item\dabaolsjys.lua	332	286	4	be1d417e
4139	8f7d949a	2015-8-29 16:44:34	\script\pop\npc_linfeng.lua	1943	928	4	531965bc
4140	8f8422c1	2015-8-29 16:44:8	\script\skill\决战九州\追情攻击.lua	1314	662	4	47a91d22
4141	8fa86799	2015-3-17 16:44:42	\settings\static_script\kf_newbattles\villagebattle\mission\timer.lua	6725	2425	4	48972098
4142	8fa9c407	2015-8-29 16:44:34	\script\pop\2012\yizu_soldier_npc.lua	456	384	4	3f11bd67
4143	8faedb1c	2015-8-29 16:44:20	\script\item\zhenpaibaoxia.lua	2976	1337	4	a7cb775c
4144	8fbbbdb2	2015-8-29 16:44:10	\script\skill\秘籍武功\四灵战意诀.lua	1326	718	4	c55fe7ef
4145	8fd791fc	2015-8-29 16:43:56	\script\online\dragonboat06\trap\checkpoint23_trap.lua	463	256	4	f7cba971
4146	8fddc885	2015-8-29 16:44:0	\script\online\春节活动\spring_2007_book.lua	2864	1347	4	6e305876
4147	8fe437e2	2015-8-29 16:44:32	\script\中原一区\汴京\npc\城门卫兵.lua	2908	1545	4	b1785333
4148	8ff1da23	2010-11-30 20:34:4	\settings\droprate\npcdroprate300.ini	451	181	4	60aceaa2
4149	8ff4bf3e	2015-8-29 16:44:36	\script\online_activites\reborn\task\npc\npc_longzishi.lua	132	132	0	8c637c0d
4150	8ff5163a	2015-8-29 16:44:0	\script\online\tong_feast\item\gaoji_box_upgrade.lua	246	180	4	f081b6d9
4151	90000d25	2015-8-29 16:44:40	\script\task\npc\cangying.lua	140	101	4	d8f9696
4152	9004041d	2015-8-29 16:44:12	\script\global\get_offline_point.lua	23422	3073	4	feeb5dc2
4153	9028f848	2010-11-30 20:34:4	\settings\droprate\npcdroprate033.ini	985	267	4	7af46068
4154	902ecfe2	2015-8-29 16:44:48	\script\结婚\mission\timer.lua	406	215	4	2c140aed
4155	902f3625	2015-8-29 16:44:42	\script\task\world\lizhi_长歌门\talk_诸葛棋.lua	1645	817	4	44d24252
4156	9043f4e3	2012-5-11 15:53:48	\settings\static_script\lib\teamfunctions.lua	6013	1098	4	b6515ca8
4157	904a5ed2	2015-8-29 16:44:8	\script\skill\武当道家\炙阳剑气(招).lua	1211	661	4	8fb4b4fd
4158	90566e41	2015-8-29 16:44:24	\script\missions\yp\item\suijifu.lua	577	378	4	dbc7faf0
4159	9059176f	2015-8-29 16:44:34	\script\online_activites\2010_11\activity_03\npc\resource_keeper.lua	2315	1068	4	bd1365e4
4160	905a2849	2015-8-29 16:44:8	\script\skill\武当道家\无我心法(招).lua	1121	615	4	50c069b4
4161	9060a4f5	2015-8-29 16:44:50	\script\西南区\西双版纳南部\npc\段承恩.lua	1497	656	4	95642eac
4162	907210bb	2015-8-29 16:43:56	\script\online\qianhe_tower\npc\diji_shentan.lua	2082	561	4	c835d8e7
4163	907d2675	2015-8-29 16:44:0	\script\online\春节活动\item\big_snow_boom_use.lua	1579	863	4	c4cc4d62
4164	908aa399	2015-8-29 16:44:18	\script\item\item_billing\jiandiezhuangshu.lua	1628	855	4	9246f49
4165	908b5f78	2015-8-29 16:43:58	\script\online\qingrenyuanxiao\rose_npc.lua	7376	1913	4	e4d8e07f
4166	909c30db	2015-8-29 16:44:24	\script\missions\yp\item\michuanxinjing.lua	4465	1649	4	4744a48
4167	90a84cfc	2021-5-30 9:38:22	\settings\npcres\性感女主角坐骑信息.txt	160942	3233	4	b258d97c
4168	90b0b1c9	2013-5-17 16:3:40	\settings\task\chain_task\kill_monster_58.txt	17673	2991	4	9568e4
4169	90b2cd8f	2015-8-29 16:44:10	\script\skill\五毒邪侠\邪灵大法.lua	2307	851	4	f687212a
4170	90b81eb6	2015-8-29 16:43:56	\script\online\qianhe_tower\qht_trigger.lua	1472	576	4	a135772e
4171	90c3ba61	2015-8-29 16:43:54	\script\online\dragonboat06\trap\checkpoint36_trap.lua	462	254	4	55fdbabb
4172	90ddfcc5	2015-8-29 16:44:32	\script\中原一区\二龙山\trap\二龙山to梁山泊.lua	106	106	0	af93304c
4173	90efd485	2015-8-29 16:44:44	\script\newbattles\newresourcebattle\npc\newres_song_npc.lua	255	234	4	5fcb3033
4174	90f81ba6	2015-8-29 16:44:28	\script\中原二区\成都\npc\农夫阿盛.lua	1394	805	4	2ceb35bd
4175	91036c1c	2010-11-30 20:34:4	\settings\droprate\npcdroprate206.ini	627	215	4	b43d0892
4176	9111505d	2015-8-29 16:44:30	\script\藏剑山庄\task_script\襄阳\藏剑使者.lua	126	80	4	b529e4de
4177	9114c751	2015-8-29 16:44:36	\script\online_activites\reborn\task\boss\boss_fengzi.lua	208	180	4	9c383ab0
4178	912198a8	2015-8-29 16:44:34	\script\pop\2012\horse_npc.lua	2687	1365	4	6febf1a1
4179	91291e39	2015-8-29 16:43:56	\script\online\labor_2007\mah_jong_goods_use.lua	17543	4872	4	2ed259d5
4180	912afffb	2015-8-29 16:44:22	\script\lifeskill\jianding.lua	240	172	4	94460340
4181	91355c6a	2015-8-29 16:44:12	\script\global\verify_equip.lua	5118	1438	4	91c90997
4182	9138ad1f	2010-11-30 20:34:4	\settings\droprate\npcdropratexb006.ini	345	166	4	ffaa9ac6
4183	9144b539	2010-11-30 20:34:4	\settings\player\revival_pos.ini	5337	2322	4	4741ac84
4184	9145f343	2015-8-29 16:44:8	\script\skill\峨嵋俗家\乌夜啼.lua	1883	852	4	4821773e
4185	914b9539	2015-8-29 16:44:38	\script\online_activites\2011_11\activity_03\init.lua	62	58	4	237b957f
4186	914dcaba	2015-8-29 16:44:38	\script\caiji\一袋倾篱豆.lua	3427	1643	4	63f69f7f
4187	914e8065	2010-11-30 20:34:4	\settings\droprate\npcdropratexb052.ini	163	102	4	3f20fa5b
4188	915982b3	2015-8-29 16:44:36	\script\online_activites\2010_12\activites_04\strings.lua	4843	1950	4	53d06aff
4189	918c9c1a	2015-8-29 16:44:40	\script\task\world\ox_quest\the_black_blood\step001_001_成都北郊小店老板.lua	1147	726	4	48f8ce0d
4190	9191aadf	2011-6-8 10:57:50	\settings\droprate\npcdroprate420.ini	489	176	4	3a5a57aa
4191	919c1e7f	2015-8-29 16:44:32	\script\世界地图\紫桑山\npc\紫桑山丝女丙.lua	311	218	4	335ab0c0
4192	91b1693c	2015-8-29 16:44:18	\script\item\item_billing\longzhou.lua	1299	619	4	85fe9647
4193	91bc3e56	2010-11-30 20:34:4	\settings\droprate\npcdroprate136.ini	399	175	4	e8ac2aa0
4194	91cc8f30	2015-8-29 16:44:28	\script\meridian\meridian_script_api.lua	4665	1378	4	fb92dec6
4195	91e06ec2	2015-8-29 16:44:26	\script\missions\liangshan\mission\tmission.lua	6626	2020	4	b14102e1
4196	91e280bd	2015-8-29 16:44:32	\script\中原一区\汴京\npc\萧远楼.lua	7543	1577	4	9696eb66
4197	91e2eb0f	2020-3-2 8:15:26	\script\vng\quyty_box\quyty2013_box_npc.lua	14462	3498	4	d0b14111
4198	91fe0d42	2015-8-29 16:44:18	\script\item\ji_fen_bao.lua	1165	680	4	473d7fd9
4199	91ff494a	2015-8-29 16:44:24	\script\missions\kuafu_battle\npc\ms_song_ys.lua	2508	1115	4	7f45d1f
4200	92014465	2015-8-29 16:44:10	\script\skill\五毒邪侠\尸裂魔功(招2).lua	1864	754	4	fe277532
4201	9206b196	2015-8-29 16:43:58	\script\online\3festival\item07\jsllyb_item.lua	367	324	4	b58cdb86
4202	920ab92f	2015-8-29 16:44:40	\script\task\huofengtask\npc_update_huofeng_lv2.lua	1936	742	4	27300f4b
4203	920e14f8	2015-8-29 16:43:58	\script\online\春节活动\spring2007\hua_shan\spring_2007_trap_fight.lua	658	463	4	a49717d3
4204	921cab9b	2015-8-29 16:43:56	\script\online\qianhe_tower\item\tongwenhufu.lua	263	209	4	4ef66fc1
4205	921e3e05	2010-11-30 20:34:4	\settings\skill\gather\skill_shougeng_drop_rate.txt	395	152	4	3c7cbcdb
4206	9222e42c	2010-11-30 20:34:4	\settings\droprate\npcdropratexb007.ini	345	165	4	9be37d27
4207	92483b21	2010-11-30 20:34:4	\settings\task\chain_task\prize_form_30.txt	1931	698	4	ea4a53fc
4208	9258138b	2010-11-30 20:34:4	\settings\droprate\npcdroprate207.ini	690	217	4	d18492a7
4209	92594b71	2015-8-29 16:44:8	\script\skill\决战九州\七杀爆弹复数.lua	1073	578	4	491066c0
4210	925d8741	2010-11-30 20:34:4	\settings\droprate\npcdropratetj020.ini	3326	586	4	483b0e6d
4211	9260030a	2015-8-29 16:44:44	\script\江南区\东海海滨二\trap\东海海滨二to东海海滨一.lua	114	114	0	9ac4d7b6
4212	9263f85e	2020-2-29 23:13:58	\script\skill\昆仑剑譫\断水剑罡(子).lua	952	539	4	6802a77d
4213	9264970d	2010-11-30 20:34:4	\settings\skill\gather\skill_shougeng_drop_rate.ini	5053	383	4	761c67a
4214	926805e6	2015-8-29 16:44:36	\script\online_activites\reborn\task\npc\npc_fengzishi.lua	134	134	0	89e8e6d7
4215	926aaaba	2015-8-29 16:44:18	\script\item\lifeskill\xiaowei.lua	488	345	4	8958731d
4216	926e0918	2015-8-29 16:44:20	\script\item\equipment_skill.lua	4525	958	4	7a27b6be
4217	926e170d	2015-8-29 16:44:4	\script\online\qingming\item\laojiu_item.lua	1307	755	4	120f2198
4218	9271a27e	2015-8-29 16:44:10	\script\skill\秘籍武功\无双凝血封魂印心法.lua	1191	593	4	36871349
4219	9275bcf7	2015-8-29 16:44:46	\script\vng\sinhtuvonga\sinhtuvonga.lua	78571	13642	4	12e0b977
4220	9278adfa	2015-8-29 16:44:28	\script\中原二区\青城山\trap\青城山to天师洞.lua	105	105	0	655d01a2
4221	927d41d3	2015-8-29 16:44:10	\script\skill\少林俗家\易筋经(子6).lua	1307	685	4	ef69ad7d
4222	928925c5	2010-11-30 20:34:4	\settings\droprate\npcdroprate137.ini	390	170	4	1f653503
4223	92a8f93f	2015-8-29 16:44:10	\script\skill\五毒邪侠\万毒夺命刀.lua	1181	650	4	84d4b56a
4224	92a8ffdc	2015-3-17 16:44:42	\settings\static_script\kf_newbattles\resourcebattle\soldier_npc.lua	1598	997	4	5beafa4
4225	92b0db72	2010-11-30 20:34:4	\settings\droprate\npcdropratexb053.ini	163	102	4	3f20fa5b
4226	92b2c4d5	2015-8-29 16:44:34	\script\三国势力\失落崖\trap\失落崖外层.lua	42	42	0	efc2e53f
4227	92bc1987	2015-8-29 16:44:48	\script\西南区\点苍山\trap\点苍山to江津村.lua	109	109	0	3a63a3f8
4228	92cfb2dd	2015-8-29 16:44:28	\script\ks2vng\misc\valueablelog\valueable_item.lua	6389	1492	4	23dd17f5
4229	92dbf1c0	2015-8-29 16:44:18	\script\item\item_billing\jiguanren.lua	473	351	4	40a254c3
4230	92e36baa	2015-8-29 16:44:6	\script\skill\杨门弓骑\杨家幻神诀(招2).lua	2135	867	4	312acfe8
4231	92f37394	2015-8-29 16:44:42	\script\task\world\task_head.lua	3582	1583	4	1d0bf301
4232	92f8b031	2010-11-30 20:34:4	\settings\player\momentum.ini	10824	613	4	12644bf6
4233	930d37fb	2015-8-29 16:44:18	\script\item\tieqiao.lua	329	227	4	1103fa08
4234	93343138	2015-8-29 16:44:10	\script\skill\丐帮净衣\千斤闸.lua	1201	616	4	787fe5ce
4235	93417449	2015-8-29 16:44:30	\script\中原二区\伏牛山\npc\落魄的山贼.lua	623	284	4	fc9ba9a6
4236	9344dd3a	2015-8-29 16:44:10	\script\skill\宠物技能\特殊宠物技能\浣熊斩击无敌.lua	956	545	4	df9cc237
4237	9359b8d7	2010-11-30 20:34:4	\settings\task\chain_task\task_type_distributing_41.txt	486	120	4	43289cd6
4238	9360dafa	2015-8-29 16:44:10	\script\skill\宠物技能\金戈攻击.lua	938	526	4	7466d2b6
4239	9364133d	2020-1-12 20:23:16	\script\skill\唐门任侠\烟雨迷离(子).lua	1424	716	4	e64b4068
4240	936b5784	2015-8-29 16:44:46	\script\gongcheng\npc\gongchengcanmou_npc.lua	5504	1999	4	6bec6703
4241	936c7c30	2020-3-14 23:22:38	\script\skill\npc技能\流派技能\Npc用易筋经(子3).lua	867	467	4	36bd3473
4242	9371b37b	2020-7-20 3:10:40	\script\online\march08\item\fenhongmeigui.lua	2195	717	4	91b9ab53
4243	937317af	2020-1-6 21:14:56	\script\skill\明教圣战\霸煌断.lua	1260	667	4	da581a21
4244	93747084	2022-8-6 13:21:16	\settings\static_script\test\test.lua.bak	1370	740	4	924f882f
4245	93781f6a	2015-8-29 16:43:58	\script\online\3festival\trigger.lua	3488	1068	4	1af49ad
4246	937b99e3	2015-8-29 16:44:10	\script\skill\五毒邪侠\引魂咒.lua	1039	577	4	41221977
4247	93814aca	2015-8-29 16:44:40	\script\task\npc\小黑野猪.lua	62	62	0	6a4da68b
4248	9398a540	2015-8-29 16:44:28	\script\中原二区\成都府西\npc\受惊的村民.lua	141	141	0	fcd2d60
4249	93ad0dcc	2015-8-29 16:44:8	\script\skill\外传新增\NPC峨嵋战气.lua	1097	621	4	276673db
4250	93ade99d	2015-8-29 16:44:8	\script\skill\武当道家\地宁玄阴剑(子).lua	1081	587	4	85da7496
4251	93aeeadc	2010-11-30 20:34:4	\settings\task\chain_task\entrance_level_21.txt	179	142	4	4929114a
4252	93af9109	2015-8-29 16:44:4	\script\online\shimenrenwu\item\ruguandaoren.lua	108	108	0	86304393
4253	93c11c28	2015-8-29 16:43:54	\script\online\dragonboat06\trap\checkpoint39_trap.lua	462	254	4	ac4a3e74
4254	93cccdf0	2020-7-15 2:34:8	\script\online\viet_event\200911\event_head.lua	21988	5961	4	a0d76f73
4255	93d7fe44	2019-7-17 15:32:18	\script\newbattles\resourcebattle\soldier_npc.lua	1736	1053	4	663e72ed
4256	93e6f09c	2015-8-29 16:44:24	\script\missions\yp\dhx_npc.lua	17059	4073	4	5696b84b
4257	93fd2a2a	2015-8-29 16:44:32	\script\中原一区\梁山泊\npc\宋万.lua	1851	622	4	4da19703
4258	93fd4f07	2010-11-30 20:34:4	\settings\droprate\npcdropratecj087.ini	395	172	4	48d2490d
4259	93ffd61e	2010-11-30 20:34:4	\settings\droprate\npcdroprate103.ini	801	242	4	590a4ec5
4260	94028e8c	2015-8-29 16:44:40	\script\task\item\leijiefu.lua	1042	607	4	56fc9288
4261	940fa223	2015-8-29 16:44:10	\script\skill\唐门\暴雨梨花针.lua	1375	727	4	db69eafc
4262	9420918b	2015-8-29 16:44:18	\script\item\item_billing\zaizhanzhizunlibao.lua	5376	1468	4	54a43c90
4263	9424357f	2020-1-6 21:14:56	\script\skill\明教圣战\天劫焚(招).lua	998	573	4	79dab819
4264	94269775	2022-7-27 6:19:52	\script\online\春节活动\汴京饺子楼老板.lua	19888	3299	4	f5392a4e
4265	94285bf2	2015-8-29 16:44:10	\script\skill\丐帮净衣\通臂拳法.lua	1153	616	4	f119ceb8
4266	9433551b	2015-8-29 16:44:6	\script\skill\五毒蛊师\产蛊.lua	904	503	4	a4177270
4267	943678ad	2010-11-30 20:34:4	\settings\droprate\npcdroprate205.ini	743	232	4	8aff95bf
4268	94371202	2010-11-30 20:34:4	\settings\droprate\npcdropratexb005.ini	344	173	4	7cec1d9
